,full_name,Current Club,nationality,minutes_played_overall,goals_overall,clean_sheets_overall
6088,Adrian Gryszkiewicz,Górnik Zabrze,Poland,1742,0,5
6089,Daniel Smuga,Górnik Zabrze,Poland,742,1,1
6090,Tymoteusz Klups,Lech Poznań,Poland,828,1,7
6091,Dawid Pakulski,Zagłębie Lubin,Poland,525,1,3
6092,Adrian Benedyczak,Pogoń Szczecin,Poland,390,0,1
6093,Vato Arveladze,Korona Kielce,Georgia,1180,4,5
6094,Daniel Liszka,Górnik Zabrze,Poland,603,0,1
6095,Przemyslaw Wisniewski,Górnik Zabrze,Poland,2006,0,6
6096,Jakub Bursztyn,Pogoń Szczecin,Poland,900,0,3
6097,Maciej Wozniak,Lechia Gdańsk,Poland,0,0,0
6098,Jan Los,Arka Gdynia,Poland,19,0,0
6099,Daniel Pik,Cracovia Kraków,Poland,56,0,0
6100,Egy Maulana Vikri,Lechia Gdańsk,Indonesia,10,0,2
6101,Farshad Ahmadzadeh Borouki,Śląsk Wrocław,Iran,1195,1,4
6102,Michał Rakoczy,Cracovia Kraków,Poland,0,0,0
6103,Piotr Pierzchala,Korona Kielce,Poland,90,0,0
6104,Wiktor Długosz,Korona Kielce,Poland,0,0,0
6105,Sandro Kulenovic,Legia Warszawa,Croatia,708,4,8
6106,Kacper Michalski,Górnik Zabrze,Poland,825,0,1
6107,Daniel Bielica,Górnik Zabrze,Poland,90,0,0
6108,Hubert Sobol,Lech Poznań,Poland,0,0,1
6109,Maciej Orłowski,Lech Poznań,Poland,180,0,1
6110,Mateusz Sopoćko,Lechia Gdańsk,Poland,160,0,2
6111,Marcin Grabowski,Wisła Kraków,Poland,459,0,2
6112,Patryk Plewka,Wisła Kraków,Poland,770,0,3
6113,Marcel Zapytowski,Wisła Płock,Poland,101,0,0
6114,Remigiusz Borkala,Piast Gliwice,Poland,0,0,0
6115,Maciej Firlej,Korona Kielce,Poland,0,0,0
6116,Adrian Kajpust,Cracovia Kraków,Poland,0,0,0
6117,Wiktor Pleśnierowicz,Lech Poznań,Poland,0,0,0
6118,Kamil Broda,Wisła Kraków,Poland,0,0,0
6119,Mateusz Młyński,Arka Gdynia,Poland,417,1,3
6120,Kacper Krzepisz,Arka Gdynia,Poland,0,0,0
6121,Maciej Twarowski,Jagiellonia Białystok,Poland,20,0,1
6122,Stanislaw Wawrzynowicz,Pogoń Szczecin,Poland,0,0,0
6123,Michał Ozga,Jagiellonia Białystok,Poland,90,0,0
6124,Łukasz Poręba,Zagłębie Lubin,Poland,382,1,4
6125,Maciej Sliwa,Wisła Kraków,Poland,161,1,1
6126,Dariusz Szczerbal,Śląsk Wrocław,Poland,0,0,0
6127,Adrian Czaplak,Zagłębie Sosnowiec,Poland,0,0,0
6128,Olaf Nowak,Zagłębie Sosnowiec,Poland,490,4,1
6129,Piotr Samiec-Talar,Śląsk Wrocław,Poland,3,0,1
6130,Hubert Kisiel,Miedź Legnica,Poland,0,0,0
6131,Vinícius Ferreira Dias,Cracovia Kraków,Brazil,17,0,0
6132,Maciej Żurawski,Pogoń Szczecin,Poland,8,0,1
6133,Konrad Kumor,Zagłębie Sosnowiec,Poland,27,0,0
6134,Krzysztof Kubica,Górnik Zabrze,Poland,0,0,0
6135,Karol Stanek,Piast Gliwice,Poland,1,0,0
6136,Filip Marchwiński,Lech Poznań,Poland,367,2,3
6137,Szymon Łapiński,Jagiellonia Białystok,Poland,0,0,0
6138,Jakub Osobiński,Korona Kielce,Poland,0,0,0
6139,Wiktor Kaczorowski,Jagiellonia Białystok,Poland,0,0,0
6140,Daniel Morys,Wisła Kraków,Poland,90,0,0
6141,Oskar Sewerzynski,Korona Kielce,Poland,120,0,2
6142,Dawid Szot,Wisła Kraków,Poland,180,0,0
6143,Cezary Miszta,Legia Warszawa,Poland,0,0,0
6144,Mateusz Stępień,Arka Gdynia,Poland,2,0,0
6145,Kacper Radkowski,Zagłębie Sosnowiec,Poland,95,0,1
6146,Maciej Warpas,Zagłębie Lubin,Poland,0,0,0
6147,Daniel Dudziński,Zagłębie Lubin,Poland,0,0,0
6148,Patryk Makuch,Miedź Legnica,Poland,29,0,0
6149,Mikołaj Nawrocki,Jagiellonia Białystok,Poland,0,0,0
6150,Tomasz Pietrzak,Zagłębie Sosnowiec,Poland,46,0,0
6151,Emmanuel Kumah,Wisła Kraków,Ghana,64,0,0
6152,Mateusz Skrzypczak,Lech Poznań,Poland,164,0,0
6153,Aleksander Buksa,Wisła Kraków,Poland,31,0,1
6154,Daniel Hoyo-Kowalski,Wisła Kraków,Poland,360,0,1
6155,Patryk Moskiewicz,Wisła Kraków,Poland,0,0,0
6156,Krzysztof Kołodziej,Lech Poznań,Poland,90,0,0
6157,Filip Dymerski,Lechia Gdańsk,Poland,0,0,1
6158,Roman Janicki,Zagłębie Sosnowiec,Poland,46,0,0
6159,Daniel Szelągowski,Korona Kielce,Poland,32,0,0
6160,Kacper Kozłowski,Pogoń Szczecin,Poland,0,0,1
6161,Bartosz Borun,Śląsk Wrocław,Poland,0,0,0
6162,Kacper Bieszczad,Zagłębie Lubin,Poland,0,0,0
6163,Adam Arnarson,Górnik Zabrze,Iceland,479,0,7
6164,Cafú,Legia Warszawa,Portugal,2469,4,13
6165,Nuno Andre da Silva Coelho,GD Chaves,Portugal,246,0,0
6166,Getterson Alves dos Santos,CS Marítimo,Brazil,1026,2,5
6167,Bas Dost,Sporting CP,Netherlands,1584,15,5
6168,Haris Seferović,Benfica,Switzerland,1967,23,13
6169,Luc Castaignos,Sporting CP,Netherlands,29,0,1
6170,Odisseas Vlachodimos,Benfica,Germany,3055,0,15
6171,Felipe Aliste Lopes,CD Nacional,Brazil,1214,0,5
6172,Nicolás Ignacio Castillo Mora,Benfica,Chile,142,0,2
6173,Federico Matías Falcone,Boavista FC,Argentina,1001,4,7
6174,Renan Bardini Bressan,GD Chaves,Belarus,1515,1,7
6175,Matija Ljujić,CF Os Belenenses,Serbia,834,0,8
6176,Rene Ferreira dos Santos,CS Marítimo,Brazil,1005,0,5
6177,Idrissa Doumbia,Sporting CP,Côte d'Ivoire,492,1,5
6178,Diogo José Rosário Gomes Figueiras,Sporting Braga,Portugal,185,0,0
6179,Nemanja Gudelj,Sporting CP,Serbia,2255,1,7
6180,Iker Casillas Fernández,Porto,Spain,2790,0,18
6181,Victorio Maximiliano Pereira Páez,Porto,Uruguay,1186,0,12
6182,Alex Nicolao Telles,Porto,Brazil,2920,4,19
6183,Felipe Augusto de Almeida Monteiro,Porto,Brazil,2766,1,18
6184,André Filipe Bras André,Vitória Guimarães,Portugal,1342,6,4
6185,Héctor Miguel Herrera López,Porto,Mexico,2678,6,19
6186,Danilo Luís Hélio Pereira,Porto,Portugal,2106,2,15
6187,Otávio Edmilson da Silva Monteiro,Porto,Brazil,1662,3,17
6188,Jesús Manuel Corona Ruíz,Porto,Mexico,2352,3,20
6189,João Carlos Vilaça Teixeira,Vitória Guimarães,Portugal,591,0,4
6190,Sérgio Miguel Relvas de Oliveira,Porto,Portugal,479,1,4
6191,Alejandro Grimaldo García,Benfica,Spain,3052,4,15
6192,Ljubomir Fejsa,Benfica,Serbia,1440,0,8
6193,Luís Miguel Afonso Fernandes,Benfica,Portugal,2797,13,15
6194,Eduardo Antonio Salvio,Benfica,Argentina,655,2,6
6195,Franco Emanuel Cervi,Benfica,Argentina,1031,4,8
6196,Vincent Paté Aboubakar,Porto,Cameroon,459,4,5
6197,Andreas Samaris,Benfica,Greece,1413,2,8
6198,Guillermo León Celis Montiel,Vitória Guimarães,Colombia,153,1,0
6199,André Gomes Magalhaes de Almeida,Benfica,Portugal,2916,2,14
6200,André Campos Moreira,CD Feirense,Portugal,450,0,0
6201,Sebastián Coates Nión,Sporting CP,Uruguay,2790,1,10
6202,Bruno César Zanaki,Sporting CP,Brazil,69,0,1
6203,Kléper Laveran Lima Ferreira,Porto,Portugal,1018,2,6
6204,Abdoulay Diaby,Sporting CP,Mali,1726,2,9
6205,Claudemir Domingues de Souza,Sporting Braga,Brazil,2455,2,14
6206,Óliver Torres Muñoz,Porto,Spain,1250,2,15
6207,Yacine Brahimi,Porto,Algeria,2326,10,18
6208,Fábio Alexandre da Silva Coentrão,Rio Ave FC,Portugal,1782,0,3
6209,Jefferson Nascimento,Sporting CP,Brazil,765,0,3
6210,Radosav Petrović,Sporting CP,Serbia,387,0,3
6211,Jérémy Mathieu,Sporting CP,France,2143,3,6
6212,Ricardo Sousa Esgaio,Sporting Braga,Portugal,1997,0,11
6213,Matheus Fellipe Costa Pereira,Sporting CP,Brazil,0,0,0
6214,Rafael Alexandre Fernandes Ferreira da Silva,Benfica,Portugal,1919,17,11
6215,Jardel Nivaldo Vieira,Benfica,Brazil,1607,2,8
6216,Filipe Augusto Carvalho Souza,Rio Ave FC,Brazil,968,1,1
6217,Jonas Gonçalves Oliveira,Benfica,Brazil,1019,11,10
6218,Andrija Živković,Benfica,Serbia,660,0,7
6219,Francisco das Chagas Soares dos Santos,Porto,Brazil,2061,15,16
6220,Ola John,Vitória Guimarães,Netherlands,1018,1,6
6221,Jonatan Lucca,CF Os Belenenses,Brazil,2249,3,13
6222,Michael Simões Domingues,CF Os Belenenses,Portugal,180,0,1
6223,Joel Pereira Castro,Vitória Setúbal,Portugal,810,0,2
6224,Chancel Mbemba Mangulu,Porto,Congo DR,124,0,1
6225,Tiago Abiola Delfim Almeida Ilori,Sporting CP,Portugal,405,0,2
6226,Kenji Gorré,CD Nacional,Netherlands,556,1,1
6227,Luís Carlos Almeida da Cunha,Sporting CP,Portugal,1352,7,3
6228,Adel Taarabt,Benfica,Morocco,132,0,2
6229,Facundo Ferreyra,Benfica,Argentina,283,1,1
6230,Marcelo dos Santos Ferreira,Sporting CP,Brazil,0,0,0
6231,Eliseu Mendja Nadjack Soares Cassamá,Rio Ave FC,Portugal,2083,0,5
6232,Ricardo José Vaz Alves Monteiro,Rio Ave FC,Portugal,1791,1,4
6233,Alhassan Wakaso,Vitória Guimarães,Ghana,2618,2,9
6234,Ronan David Jerônimo,Rio Ave FC,Brazil,344,3,1
6235,João Pedro Barradas Novais,Sporting Braga,Portugal,1250,1,11
6236,Filip Krovinović,Benfica,Croatia,36,0,2
6237,Leandro Cordeiro de Lima Silva,Rio Ave FC,Brazil,646,0,3
6238,Giorgi Makaridze,Vitória Setúbal,Georgia,990,0,4
6239,Pierre Emmanuel Sagna,CF Os Belenenses,France,723,0,3
6240,Diego Fortunato Santos Queiroz,CD Aves,Brazil,1980,1,8
6241,Evanildo Fernandes Gomes,CD Aves,Brazil,833,2,0
6242,Angelo Pelegrinelli Neto,Moreirense FC,Brazil,1995,0,7
6243,Ousmane Drame,CF Os Belenenses,Senegal,94,0,3
6244,Francisco de Oliveira Geraldes,Sporting CP,Portugal,15,0,1
6245,Nélson Alexandre Farpelha Estrela,Santa Clara,Portugal,64,0,2
6246,Welthon Fiel Sampaio,Vitória Guimarães,Brazil,586,1,6
6247,Patrick de Oliveira Vieira,Santa Clara,Brazil,2717,0,9
6248,Fábio Diogo Agrela Ferreira,CS Marítimo,Portugal,2061,0,5
6249,Gevorg Ghazaryan,GD Chaves,Armenia,1084,2,2
6250,Fransérgio Rodrigues Barbosa,Sporting Braga,Brazil,1917,2,14
6251,Jean Cleber Santos da Silva,CS Marítimo,Brazil,949,0,4
6252,António Manuel Pereira Xavier,CD Tondela,Portugal,2435,3,4
6253,Cláudio Pires Morais Ramos,CD Tondela,Portugal,3060,0,4
6254,David Carneiro Dias Resende Bruno,CD Tondela,Portugal,1866,1,2
6255,Muhammad Youssuf Candé,Santa Clara,Guinea-Bissau,1625,1,5
6256,Bruno André Freitas Monteiro,CD Tondela,Portugal,2580,2,4
6257,Hélder Luís Lopes Vieira Tavares,CD Tondela,Cape Verde,1330,0,1
6258,Miguel Filipe Nunes Cardoso,CD Tondela,Portugal,169,0,0
6259,Murilo Oliveira de Freitas,Rio Ave FC,Brazil,331,0,3
6260,Tiago Manuel Oliveira Mesquita,CD Feirense,Portugal,772,0,1
6261,João Carlos Araújo Fonseca Silva,Boavista FC,Portugal,2790,2,13
6262,Fábio Ricardo Gomes Fonseca,Boavista FC,Portugal,1433,2,10
6263,Anderson de Carvalho Santos,Santa Clara,Brazil,1212,0,3
6264,Idrissa Mandiang,Boavista FC,Senegal,1302,0,6
6265,Rui Filipe Caetano Moura,Boavista FC,Portugal,1785,0,10
6266,Rafael Wihby Bracalli,Boavista FC,Brazil,1080,0,4
6267,Jubal Rocha Mendes Junior,Boavista FC,Brazil,868,0,6
6268,Hugo Cerqueira Pinto Basto,GD Chaves,Portugal,316,0,0
6269,Nuno Miguel Prata Coelho,CF Os Belenenses,Portugal,1910,1,11
6270,André Filipe Bernardes Santos,CF Os Belenenses,Portugal,2277,1,10
6271,Rafael Schuler Crivellaro,CD Feirense,Brazil,1180,0,5
6272,Mateus Galiano da Costa,Boavista FC,Angola,2013,5,12
6273,José Egas dos Santos Branco,Vitória Setúbal,Portugal,933,1,8
6274,Fábio Samuel Amorim Silva,Boavista FC,Portugal,23,0,0
6275,Philipe Sampaio Azevedo,CD Feirense,Brazil,722,1,3
6276,Nuno Daniel Costeira Valente,Vitória Setúbal,Portugal,1536,2,8
6277,Pedro José da Silva Trigueira,Moreirense FC,Portugal,588,0,3
6278,Vasco Herculano Salgado Cunha Mango Fernandes,Vitória Setúbal,Portugal,2970,1,11
6279,Nuno Miguel Sousa Pinto,Vitória Setúbal,Portugal,865,0,3
6280,Frederico André Ferrão Venâncio,Vitória Guimarães,Portugal,369,0,2
6281,Fabio Jose Ferreira Pacheco,Moreirense FC,Portugal,1963,0,8
6282,José Manuel Silva Oliveira,Santa Clara,Portugal,2206,8,6
6283,André Filipe Claro de Jesus,Boavista FC,Portugal,598,1,4
6284,João José Pereira da Costa,GD Chaves,Portugal,1068,2,7
6285,Nuno Miguel Gomes dos Santos,Rio Ave FC,Portugal,594,3,0
6286,Florent Hanin,Vitória Guimarães,France,582,1,2
6287,João Maria Lobo Alves Palhinha Gonçalves,Sporting Braga,Portugal,1477,2,11
6288,Mikel Ndubusi Agu,Vitória Setúbal,Nigeria,1534,1,4
6289,Gonçalo Alexandre Glórias Tavares,CF Os Belenenses,Portugal,81,0,1
6290,Douglas Renato de Jesus,Vitória Guimarães,Brazil,2070,0,8
6291,João Miguel Coimbra Aurélio,Moreirense FC,Portugal,1860,2,6
6292,Pedro Henrique Pereira da Silva,Vitória Guimarães,Brazil,2868,2,9
6293,Rúben Rafael de Sousa Ferreira,CS Marítimo,Portugal,889,0,5
6294,João Pedro Almeida Machado,CD Tondela,Portugal,863,1,3
6295,Ricardo Jorge Oliveira Valente,CS Marítimo,Portugal,419,1,1
6296,Moussa Marega,Porto,Mali,2495,11,17
6297,Jose Carlos Coentrao Marafona,Sporting Braga,Portugal,0,0,0
6298,Marcelo Augusto Ferreira Teixeira,Sporting Braga,Brazil,2452,1,14
6299,Lazar Rosić,CD Nacional,Serbia,1108,0,3
6300,Wilson Bruno Naval Eduardo,Sporting Braga,Portugal,2143,12,14
6301,Raphael Dias Belloli,Sporting CP,Brazil,1510,4,7
6302,António José Pinheiro de Carvalho,Vitória Guimarães,Portugal,2609,9,10
6303,João Miguel Macedo Silva,Vitória Guimarães,Portugal,990,0,2
6304,Djavan da Silva Ferreira,GD Chaves,Brazil,1963,0,7
6305,Ricardo Jorge Luz Horta,Sporting Braga,Portugal,2184,8,16
6306,Vincent Julien Sasso,CF Os Belenenses,France,2577,3,11
6307,Matheus Lima Magalhães,Sporting Braga,Brazil,270,0,0
6308,Luis Miguel Lopes Mendes,Vitória Setúbal,Portugal,2547,0,10
6309,Dankler Luis de Jesus Pereira,Vitória Setúbal,Brazil,1530,0,5
6310,Eduardo Antonio Machado Teixeira,Sporting Braga,Brazil,217,0,2
6311,Mattheus Andrade Gama de Oliveira,Vitória Guimarães,Brazil,1563,3,8
6312,Icaro do Carmo Silva,CD Tondela,Brazil,1146,1,3
6313,Vítor Bruno Ramos Gonçalves,CD Feirense,Portugal,2425,1,6
6314,Bruno Cristiano Conceição Carvalho Santos,CD Feirense,Portugal,1361,1,3
6315,Higor Inácio Platiny de Oliveira Rodrigues,GD Chaves,Brazil,552,3,3
6316,Matheus da Cunha Gomes,Boavista FC,Brazil,1072,1,7
6317,Luís Miguel Vieira Babo Machado,CD Feirense,Portugal,1812,1,5
6318,Flavio da Silva Ramos,CD Feirense,Brazil,1065,1,0
6319,Vanailson Luciano de Souza Alves,Porto,Brazil,270,0,2
6320,Fábio Miguel dos Santos Sturgeon,CD Feirense,Portugal,2077,2,6
6321,Charles Marcelo da Silva,CS Marítimo,Brazil,1890,0,7
6322,Raúl Michel Melo da Silva,Sporting Braga,Brazil,1306,1,10
6323,Ricardo Jorge Novo Nunes,GD Chaves,Portugal,1366,0,1
6324,Nelson Ricardo Cerqueira Rodrigues Lenho,CD Aves,Portugal,673,0,0
6325,Paulo Sérgio Mota,GD Chaves,Portugal,1871,0,4
6326,Bruno Manuel Araújo Braga,CD Aves,Portugal,619,0,3
6327,Rodrigo Andrés Battaglia,Sporting CP,Argentina,660,0,2
6328,Rafael Guimarães Lopes,Boavista FC,Portugal,1630,2,9
6329,Fábio Santos Martins,Sporting Braga,Portugal,227,0,6
6330,Hamdou Mohamed Elhouni,CD Aves,Libya,496,0,1
6331,Jeferson Fernandes Macedo,Boavista FC,Brazil,1303,2,9
6332,António Filipe Norinho de Carvalho,GD Chaves,Portugal,1694,0,7
6333,Jhon Eduard Murillo Romaña,CD Tondela,Venezuela,1837,3,3
6334,Filipe Miguel Neves Ferreira,CD Nacional,Portugal,354,0,1
6335,Carlos Manuel Cardoso Mané,Sporting CP,Portugal,16,0,1
6336,Tiago Rafael Maia da Silva,CD Feirense,Portugal,2596,3,5
6337,Alan Eduardo Schons,Moreirense FC,Brazil,222,0,2
6338,Víctor Hugo García Hernández,Vitória Guimarães,Venezuela,0,0,0
6339,Nuno Miguel Ribeiro da Cruz Jerónimo Sequeira,Sporting Braga,Portugal,2568,0,13
6340,César Henrique Martins,Santa Clara,Brazil,2555,2,9
6341,Ali Ahmed Ali Mohamed Ghazal,CD Feirense,Egypt,833,0,1
6342,Jhonder Leonel Cádiz Fernández,Vitória Setúbal,Venezuela,2226,9,10
6343,Okacha Hamzaoui,CD Nacional,Algeria,1124,2,6
6344,Vítor Bruno Rodrigues Gonçalves,CD Nacional,Portugal,2969,2,8
6345,Nuno Vieira Campos,CD Nacional,Portugal,2158,0,7
6346,Diogo Alexis Rodrigues Coelho,CD Nacional,Portugal,1137,1,2
6347,Bruno Miguel Semedo Varela,Benfica,Portugal,0,0,0
6348,André Almeida Pinto,Sporting CP,Portugal,754,0,4
6349,Luís Rafael Soares Alves,Vitória Guimarães,Portugal,2279,0,9
6350,Nélson Macedo Monte,Rio Ave FC,Portugal,996,0,4
6351,Luís Pedro de Freitas Pinto Trabulo,CD Tondela,Portugal,571,3,4
6352,Vitor Hugo Gomes da Silva,CD Aves,Portugal,2273,3,8
6353,Mauro Rafael Geral Cerqueira,CD Nacional,Portugal,900,0,1
6354,João Tiago Serrão Garcês,CD Nacional,Portugal,1524,0,5
6355,Witiness Chimoio Joao Quembo,CD Nacional,Mozambique,2035,2,7
6356,Ohoulo Framelin,CD Nacional,Cameroon,90,0,0
6357,Willian Alves de Oliveira,GD Chaves,Brazil,2558,5,8
6358,Éber Henrique Ferreira de Bessa,Vitória Setúbal,Brazil,2381,2,10
6359,Jose Edgar Andrade da Costa,CS Marítimo,Portugal,1588,4,10
6360,Arnaldo Edi Lopes da Silva,CD Feirense,Portugal,1339,5,5
6361,Jailton Alves Miranda,CD Feirense,Cape Verde,141,0,0
6362,Gonçalo Filipe Oliveira Silva,CF Os Belenenses,Portugal,2792,0,13
6363,João Ricardo Silva Afonso,Vitória Guimarães,Portugal,450,0,1
6364,Bruno Gomes de Oliveira Conceiçao,CD Aves,Brazil,345,0,2
6365,Dyego Wilverson Ferreira Sousa,Sporting Braga,Brazil,2387,15,15
6366,Erdem Şen,GD Chaves,Turkey,256,0,2
6367,Hernâni Jorge Santos Fortes,Porto,Portugal,84,1,7
6368,Carlos dos Santos Rodrigues,CD Aves,Cape Verde,2734,2,9
6369,Artur Jorge Marques Amorim,Vitória Setúbal,Portugal,1734,0,6
6370,Tiago Magalhães Sá,Sporting Braga,Portugal,2790,0,16
6371,José Lionn Barbosa de Lucena,GD Chaves,Brazil,980,0,4
6372,Ailton Ferreira Silva,Sporting Braga,Brazil,111,0,1
6373,Thiago Santos Santana,Santa Clara,Brazil,392,2,2
6374,Vitor Costa De Brito,CD Aves,Brazil,2088,1,9
6375,César David Texeira Torres,Moreirense FC,Uruguay,742,4,5
6376,Pedro Manuel Mota Pinto,Vitória Setúbal,Portugal,0,0,0
6377,Eduardo José Borges Machado,Boavista FC,Portugal,1638,0,8
6378,André Alexandre Antunes Pedrosa,Vitória Setúbal,Portugal,56,0,1
6379,Rodrigo Cunha Pereira de Pinho,CS Marítimo,Brazil,1440,4,5
6380,Pedro Nuno Fernandes Ferreira,Moreirense FC,Portugal,1654,5,7
6381,João Lamine Jaquité,CD Tondela,Guinea-Bissau,975,0,2
6382,Davidson da Luz Pereira,Vitória Guimarães,Brazil,2630,8,10
6383,António Manuel Fernandes Mendes,CD Tondela,Portugal,2717,12,4
6384,Alexandre Henrique Gonçalves De Freitas,Vitória Setúbal,Portugal,485,0,2
6385,Zainadine Abdula Chavango,CS Marítimo,Mozambique,2790,1,10
6386,Cristiano Pereira Figueiredo,Vitória Setúbal,Portugal,1260,0,5
6387,Yordan Hernando Osorio Paredes,Vitória Guimarães,Venezuela,2430,2,8
6388,Joseph Amoah,Vitória Guimarães,Ghana,811,0,4
6389,Filipe Joaquim Melo Silva,GD Chaves,Portugal,166,0,2
6390,Luiz Phellype Luciano Silva,Sporting CP,Brazil,834,8,5
6391,André Martins de Sousa,Vitória Setúbal,Portugal,1022,0,6
6392,João Pedro Costa Gamboa,CS Marítimo,Portugal,975,0,4
6393,Anthony D'Alberto,Moreirense FC,Belgium,1491,0,5
6394,Diogo Filipe Costa Rocha,Vitória Guimarães,Portugal,1914,3,10
6395,Diogo Filipe Guerreiro Viana,CF Os Belenenses,Portugal,2319,1,11
6396,Luís Carlos Ramos Martins,GD Chaves,Portugal,1080,1,2
6397,Luis Carlos Pereira Carneiro,CF Os Belenenses,Portugal,2838,11,13
6398,Elvis Manuel Monteiro Macedo,CD Feirense,Cape Verde,1743,2,5
6399,Rodrigo Alves Soares,CD Aves,Brazil,2902,4,9
6400,Alhassane Keita,CF Os Belenenses,Guinea,1088,3,7
6401,Edson Rodrigues Farias,CD Feirense,Brazil,2085,0,4
6402,Lucas de Souza Cunha,Sporting Braga,Brazil,0,0,0
6403,Amir Abedzadeh,CS Marítimo,Iran,1170,0,3
6404,Falaye Sacko,Vitória Guimarães,Mali,2427,0,9
6405,Bruno Alexandre Vieira Almeida,Sporting Braga,Portugal,203,1,3
6406,Carlos Reinaldo Moreira Alves,Rio Ave FC,Portugal,0,0,0
6407,Mamadou Loum Ndiaye,Porto,Senegal,1499,3,6
6408,Jacinto Muondo Dala,Rio Ave FC,Angola,1104,5,1
6409,Bruno Andrade de Toledo Nascimento,CD Feirense,Brazil,1258,0,3
6410,Fredy Henkyer Montero Muñoz,Sporting CP,Colombia,589,2,3
6411,Euciodálcio Gomes,CF Os Belenenses,Portugal,1205,0,9
6412,Andre Filipe Alves Monteiro,Santa Clara,Portugal,1113,0,7
6413,Alberto Bueno Calvo,Boavista FC,Spain,893,2,7
6414,Assis Giovanaz,Boavista FC,Brazil,90,0,1
6415,Afonso Mendes Ribeiro Figueiredo,Rio Ave FC,Portugal,676,0,2
6416,Joãozinho,CD Tondela,Portugal,3060,0,4
6417,Amilton Minervino da Silva,CD Aves,Brazil,1163,2,1
6418,Romain Salin,Sporting CP,France,758,0,3
6419,David Martins Simão,Boavista FC,Portugal,1170,1,5
6420,João Pedro Gomes Camacho,CD Nacional,Portugal,2060,7,6
6421,Sílvio Manuel Azevedo Ferreira Sá Pereira,Vitória Setúbal,Portugal,684,0,3
6422,Nwankwo Emeka Obiora,Boavista FC,Nigeria,1135,3,8
6423,Bruno Daniel Pereira Castro Moreira,Rio Ave FC,Portugal,1711,9,4
6424,Iago Azevedo dos Santos,Moreirense FC,Brazil,1338,0,5
6425,Miguel Fernando Pereira Rodrigues,Rio Ave FC,Portugal,1,0,1
6426,João Pedro Pereira Silva,CD Feirense,Portugal,1099,2,4
6427,Emmanuel Hackman,Portimonense,Ghana,914,0,1
6428,Carlos Filipe Fonseca Chaby,CF Os Belenenses,Portugal,19,0,1
6429,Frédéric Mendy,Vitória Setúbal,Guinea-Bissau,2016,4,10
6430,Tyler Boyd,Vitória Guimarães,New Zealand,425,0,2
6431,Aymen Tahar,Boavista FC,Algeria,214,0,2
6432,Ricardo Almeida Ribeiro,Moreirense FC,Portugal,6,0,0
6433,João Rafael Brito Teixeira,GD Chaves,Portugal,229,0,1
6434,Francisco Augusto Neto Ramos,Santa Clara,Portugal,937,0,4
6435,Ruben Alexandre Rocha Lima,Moreirense FC,Portugal,1749,0,6
6436,Leandro Iván Barrera,CS Marítimo,Argentina,1288,2,8
6437,Bryan Giovanni Rochez Mejia,CD Nacional,Honduras,1762,10,8
6438,Jackson Arley Martínez Valencia,Portimonense,Colombia,2234,9,5
6439,Bruno Vieira Gallo Freitas,GD Chaves,Brazil,2513,3,8
6440,João Paulo Dias Fernandes,Sporting Braga,Portugal,1730,5,14
6441,Rodrigo Defendi,CD Aves,Brazil,966,2,1
6442,Avtandil Ebralidze,CD Nacional,Georgia,878,0,1
6443,Arsénio Martins Lafuerte Nunes,Moreirense FC,Portugal,2316,4,8
6444,Diego Hipólito da Silva Lopes,Rio Ave FC,Brazil,1518,2,5
6445,João Felipe Schmidt Urbano,Rio Ave FC,Brazil,1526,3,3
6446,Alfredo Kulembe Ribeiro,CF Os Belenenses,Angola,1499,6,9
6447,Tiago Henrique Damil Gomes,CD Feirense,Portugal,814,0,3
6448,Rúben Micael Freitas da Ressurreição,Vitória Setúbal,Portugal,1720,0,10
6449,Vanderley Dias Marinho,CD Aves,Brazil,2343,4,8
6450,Ruben Miguel Marques dos Santos Fernandes,Portimonense,Portugal,2747,0,5
6451,Miguel Aires Fernandes de Oliveira,Vitória Guimarães,Portugal,0,0,0
6452,Diego de Lima Barcelos,CD Nacional,Brazil,130,0,3
6453,Rafik Halliche,Moreirense FC,Algeria,1872,1,7
6454,Sérgio Romeu Marakis,CD Nacional,South Africa,1190,0,6
6455,Kódjo Kassé Alphonse,CD Feirense,Côte d'Ivoire,220,0,0
6456,Hildeberto José Morgado Pereira,Vitória Setúbal,Portugal,1632,4,9
6457,José Vítor Moreira Semedo,Vitória Setúbal,Portugal,2493,2,11
6458,José Adolfo Valencia Arrechea,CD Feirense,Colombia,942,2,2
6459,Sebastián Rincón Lucumí,Vitória Guimarães,Colombia,14,0,0
6460,Zakarya Bergdich,CF Os Belenenses,Morocco,1726,0,8
6461,Fernando Damián Tissone,CD Nacional,Italy,845,1,2
6462,Luis Carlos Fariña Olivera,CD Aves,Argentina,1265,1,6
6463,Ricardo Miguel Moreira da Costa,CD Tondela,Portugal,2344,1,3
6464,Issam El Adoua,CD Aves,Morocco,1141,0,1
6465,Juan Antonio Delgado Baeza,CD Tondela,Chile,1576,6,4
6466,Paulo Henrique Soares dos Santos,Portimonense,Brazil,2109,6,4
6467,Nikolaos Ioannidis,CS Marítimo,Greece,0,0,0
6468,Sébastien Corchia,Benfica,France,92,0,1
6469,Kermit Romeo Erasmus,Vitória Setúbal,South Africa,0,0,0
6470,Gadji Celi Carmen Junior Tallo,Vitória Guimarães,Côte d'Ivoire,155,0,0
